,RawScore,MutRate,ScoreAfterNP,Predicted by MutNet,Predicted by MutRate,Predicted by ActiveDriver,Predicted by MutSigCV,Predicted by MuSiC,Predicted by OncodriveCLUST,Predicted by OncodriveFM,Predicted by OncodriveFML,Predicted by TUSON,Predicted by 2020+,Predicted by EMOGI,Predicted by HotNet,Predicted by OMEN,Collect by Cancer Gene Cosmic,Collect by OncoKB,Collect by Cancer Gene (q<0.25),Collect by KEGG cancer pathway,Community
CNTNAP5,0.07333481345182748,0.033855482566953005,0.02741561668796972,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
HTT,0.039986405682165,0.01831733198585144,0.0570211705872137,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,5
DLG5,0.02670843815793906,0.012001010611419907,0.0379395656268473,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5
DSP,0.06298440373875352,0.02867609903991915,0.046312430877166536,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,5
CUBN,0.09668937940404816,0.04320363820111167,0.04420007120431792,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
AHNAK2,0.08295512098154734,0.03777160181910055,0.0274773242888065,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
CDH7,0.04203048565302465,0.018948964123294592,0.022313801535847312,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,5
PLEC,0.07706157625530724,0.035624052551793836,0.06473235206665542,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5
FAT4,0.1431635315860777,0.0668266801414856,0.05769597582775394,True,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True,False,5
RNF213,0.0610257360315572,0.026907529055078323,0.02384562728224373,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,5
SVEP1,0.06793639023559764,0.03170793329964629,0.024738188619343484,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
NOTCH3,0.03994914722666937,0.017559373420919656,0.03646046740202672,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,5
CDH9,0.06394888685352898,0.028928751894896413,0.02955546955470448,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,5
PCDH10,0.061170290727130115,0.02779181404749874,0.02326964342016505,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
CDH1,0.04309085438388978,0.01806467913087418,0.05462049654403362,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,5
ADAMTS18,0.052302604231557664,0.02374936836786256,0.023288698615865862,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
TRIP12,0.037573654669545,0.01705406771096513,0.031813389081367244,True,True,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,5
PAPPA2,0.09772564208748706,0.0437089439110662,0.031881092621359505,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
MGAM,0.04590804307526162,0.02097018696311268,0.02344164434081636,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5
CSMD3,0.2326790897468295,0.10813542193026783,0.07281685209608714,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,5
HERC1,0.04884197876995264,0.02223345123799899,0.02432041822207508,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,5
SI,0.10064904491394652,0.04598281960586155,0.04094915379097297,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,5
DNAH10,0.0834373091465712,0.03890853966649823,0.03150759236369604,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
MUC5B,0.056464112171609016,0.025138959070237492,0.031137053606349264,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5
AHNAK,0.06933672119704952,0.03208691258211218,0.03104731962248785,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,5
ADAMTS20,0.0661848372037783,0.029939363314805456,0.02580787977177018,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
SPOP,0.024631822452710582,0.009979787771601821,0.023086299316264075,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,5
CSMD2,0.11679744797925898,0.05495199595755432,0.03700338241417906,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,5
UBR4,0.07099611905694074,0.031455280444669026,0.03330325931449368,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,5
KIAA1429,0.029440990140919818,0.013516927741283477,0.3207139364274708,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,5
KIAA1109,0.07453912482048665,0.03436078827690753,0.025055591057478583,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
CTNNA2,0.05869913767586999,0.026907529055078323,0.045298732185685,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,5
CARD11,0.04390302161651402,0.019201616978271854,0.023683771280347026,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,5
BIRC6,0.06309112097713993,0.029181404749873675,0.05008192220316658,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,5
DNAH2,0.08362849316302827,0.03903486609398686,0.03398712500918419,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,5
CDH2,0.0299438128070664,0.013516927741283477,0.04037250130234324,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,5
DNAH7,0.10459338216261573,0.0498989388580091,0.03999220201733068,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,5
MYCBP2,0.06258773992275303,0.02867609903991915,0.02914220273217657,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,5
BRINP3,0.06963507797955586,0.03183425972713492,0.02790207759183065,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
ABCA1,0.037763028873340564,0.01629610914603335,0.023921514425349226,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,5
FAT3,0.1525693434926567,0.07200606366851946,0.0629971208239868,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,5
DCHS1,0.0441363944429599,0.020717534108135423,0.0257620440012334,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,5
FLG2,0.07048695196299325,0.03170793329964629,0.02392357153752066,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
TJP1,0.030932496176683737,0.01389590702374937,0.03996885492706502,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,5
NOTCH1,0.06667211920775296,0.028802425467407782,0.06247037921532775,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,5
HECTD1,0.032075631721204825,0.014401212733703891,0.023730232725085253,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5
HECW2,0.04043636176069765,0.018569984840828703,0.043636611407827,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,5
CELSR1,0.050006041760212866,0.022865083375442144,0.022936527028466373,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5
PPL,0.02570201802063685,0.011748357756442649,0.02689581026431653,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5
FAT1,0.1049057047002532,0.04863567458312279,0.047587262763559006,True,True,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,5
CDH8,0.05908492203681241,0.0264022233451238,0.028152821993263674,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
DNAH11,0.11150793504727982,0.05217281455280445,0.04037587219436824,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
CNTN5,0.050762778330928265,0.023370389085396664,0.0228657016112128,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
HYDIN,0.0838810207502079,0.039161192521475485,0.028313994338107794,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
CDH17,0.024751393753742544,0.011243052046488126,0.028310072381451987,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,5
FLG,0.12206401458759353,0.05558362809499747,0.04448362706342075,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,5
ERICH3,0.07825701662500735,0.03575037897928247,0.02433077187433701,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
CDH10,0.08037006995483531,0.03600303183425973,0.03496610395042925,True,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,5
RIMS2,0.07790099191052123,0.03575037897928247,0.02883321821208588,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,5
PKHD1,0.10915899923861792,0.05040424456796362,0.034713773489748835,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
DST,0.0980611935491022,0.043961596766043456,0.057886162821941374,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,5
DNAH17,0.04876949962076663,0.022359777665487617,0.02327319326552608,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5
CNTNAP2,0.07820371642800086,0.03625568468923699,0.0307254977206768,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,5
MUC17,0.12134685224434895,0.05419403739262254,0.0465535485556475,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5
FREM2,0.07090300356038165,0.03183425972713492,0.0399049934187949,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
PCDH15,0.12650698904754476,0.05811015664477009,0.051276821907256506,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,5
FASN,0.027661176565405832,0.0123799898938858,0.02873242241782965,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5
CREBBP,0.06964164104286001,0.030697321879737238,0.09725707106950772,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,6
ERCC6,0.027132109791304992,0.012001010611419907,0.02498187246250233,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,6
CHD7,0.05404170090177218,0.025138959070237492,0.03250787105054651,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,6
CECR2,0.029342218868282813,0.013264274886306215,0.02399606576605596,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
HCFC1,0.032538961164706316,0.014274886306215259,0.028151813297259836,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,6
CHD6,0.057318305885724334,0.026149570490146542,0.030617323354954675,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,6
GLI3,0.05378105601649884,0.02412834765032845,0.04171072471765691,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,6
ESRRG,0.02501259957593622,0.011622031328954016,0.023754019777730992,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6
ARID4B,0.023103993196121837,0.01023244062657908,0.026647942830260642,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,6
HDAC9,0.03949482724457653,0.01819100555836281,0.0340066731312668,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,6
BRD4,0.02273229115000945,0.010358767054067712,0.03392663021575592,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,6
RUNX1,0.022389075064659942,0.009221829206670036,0.0330021144498611,True,False,False,False,True,True,False,True,True,True,True,True,False,True,True,True,True,6
HDAC6,0.02240670725215418,0.009979787771601821,0.04961859905351658,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6
NCOR2,0.04004713792720462,0.017812026275896918,0.0469152589899003,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,6
CHD4,0.047117231635137063,0.0214754926730672,0.06923803644698323,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,6
POLR3A,0.0225834190840271,0.010358767054067712,0.03227203699030063,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6
MED1,0.024231812118542938,0.010611419909044972,0.02481681236658497,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,6
CHD5,0.046067991944680114,0.02223345123799899,0.027902164135769708,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
GLI1,0.023745579632662276,0.010611419909044972,0.02545478234069064,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,6
ARID2,0.048512992361210726,0.02172814552804447,0.02553657159786729,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,False,6
KAT6B,0.03571145125521236,0.01591712986356746,0.0248857061409546,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,6
AR,0.028664884517660957,0.012758969176351692,0.04736609612952036,True,True,False,False,True,False,False,False,False,True,True,True,False,True,True,False,True,6
ARID1A,0.11023067678447443,0.04775138959070237,0.048251025794311,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,6
KDM6A,0.04070847607212828,0.01819100555836281,0.1886599555771605,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,6
NCOR1,0.04790876041611061,0.020591207680646796,0.05387890309589872,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,False,6
CHD3,0.034821497012796625,0.015664477008590198,0.05963860742041952,True,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,6
KDM5A,0.027102258117886854,0.01225366346639717,0.023325545115974133,True,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,6
KMT2A,0.053872985442373164,0.024002021222839814,0.037100112983559634,True,True,False,False,True,False,True,False,True,True,True,False,False,True,True,True,False,6
KAT6A,0.032617482063562436,0.015032844871147043,0.02620094576616377,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,False,False,6
SALL3,0.03724507811448985,0.017306720565942398,0.022856262577711273,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
SIN3A,0.022301975688743716,0.009600808489135929,0.048651291850775616,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,6
SMARCA4,0.060537902930890224,0.0264022233451238,0.06349037082706288,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,6
TAF1,0.029451027810192838,0.012758969176351692,0.03027991120903671,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,6
SETDB1,0.02503875921178085,0.011369378473976757,0.02523953206487982,True,True,False,False,True,False,True,True,False,False,False,True,False,True,True,True,False,6
ZFHX3,0.07898808386984918,0.035624052551793836,0.0283511315700745,True,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True,False,6
CHD1,0.02425750624565292,0.0107377463365336,0.02355987482250804,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,6
JARID2,0.023660764688369848,0.011116725618999495,0.022390990999073827,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,6
DNMT3A,0.04281637690020572,0.017559373420919656,0.025754712771505144,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,6
TRPS1,0.047368023114649216,0.02172814552804447,0.02308209650690921,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,6
SETBP1,0.044821498620854605,0.02084386053562405,0.022817659276924297,True,True,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,6
NCOA3,0.02586764071948749,0.011369378473976757,0.03005742847648665,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,6
CHD9,0.03432662047238711,0.015538150581101568,0.030311592729739864,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,6
SUPT6H,0.032536281401120505,0.014527539161192522,0.02363010314270895,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,6
CTCF,0.0346730078382206,0.015032844871147043,0.03713748970405418,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,6
KMT2B,0.04360247469306176,0.019454269833249115,0.032849320156288137,True,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,6
POLR1A,0.029595038480706656,0.013390601313794845,0.034514226890668236,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6
SRCAP,0.057584430837760776,0.02678120262758969,0.0340046382911612,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
SETD2,0.06060502387124224,0.026654876200101058,0.03201234909775901,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,False,6
CHD8,0.033641266980954175,0.015159171298635674,0.028880395383022613,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,6
GATA3,0.04856916389746844,0.019959575543203642,0.037164610709305886,True,True,False,True,True,False,False,False,True,False,True,True,True,True,True,True,False,6
ATRX,0.08332915010853396,0.037013643254168775,0.044430827656323175,True,True,False,True,True,False,False,True,True,True,True,False,True,True,True,True,False,6
ARID1B,0.04030764738653498,0.01819100555836281,0.024037841078897584,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,False,6
RB1,0.0525103727472554,0.022865083375442144,0.04877030980354852,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,6
KMT2D,0.11416253275957855,0.05103587670540677,0.053168590618330284,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,True,False,6
EP300,0.046460907446587874,0.02033855482566953,0.10278489877061657,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,6
CHD2,0.029116156074653537,0.013643254168772108,0.023134323765980683,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,6
KDM5C,0.034012571165692,0.015159171298635674,0.02648192452746564,True,True,False,True,True,False,False,True,True,True,False,True,False,True,True,True,False,6
MED12,0.05452554703031737,0.02374936836786256,0.027679683842242068,True,True,False,False,True,False,False,True,False,True,True,True,False,True,True,True,False,6
ASH1L,0.04929169210590062,0.02210712481051036,0.025646132630789773,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,6
MGA,0.0429121991386861,0.019454269833249115,0.022814702195401583,True,True,False,False,True,False,False,True,True,True,False,False,False,False,True,True,False,6
KMT2C,0.0971967749144538,0.04269833249115715,0.04556374747778021,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,True,False,6
SETD1A,0.029840630321323686,0.013769580596260735,0.025624965330689174,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,6
SALL1,0.06008801994718111,0.027539161192521474,0.026537174647844337,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6
TAF1L,0.04254792287603568,0.01869631126831733,0.02965196805158268,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,6
EP400,0.05018591468739194,0.022738756947953517,0.034342913853502736,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,6
POLE,0.034801352192892605,0.015538150581101568,0.02818572125478024,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,6
NCOA2,0.023707494729997627,0.010358767054067712,0.033264299137734515,True,True,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,6
MAP2,0.05669250611704173,0.025517938352703384,0.02339296135156984,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6
ZNF521,0.04576104392683512,0.02084386053562405,0.028399807611822626,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,6
BRWD1,0.032938393529977766,0.014527539161192522,0.022638995531156288,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,6
MAST1,0.0283693005599959,0.012885295603840323,0.023774337275772408,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6
PBRM1,0.08157611120290552,0.0342344618494189,0.049021416009404704,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,6
BPTF,0.03308901071707269,0.01591712986356746,0.048751849815198964,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,6
DNMT1,0.027322009009626648,0.01212733703890854,0.03140283506731685,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,6
TRRAP,0.06662067348617695,0.030570995452248614,0.05104418361317686,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,6
ZNF423,0.04337173697989407,0.020591207680646796,0.025673964369774618,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6
GLI2,0.035455192858774714,0.01591712986356746,0.027919537026541288,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6
PPARGC1A,0.024828342101119404,0.010990399191510864,0.026136555746237158,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,6
SMARCA2,0.03180176788243715,0.014274886306215259,0.03965043753611033,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,6
BAZ1B,0.02246129997231242,0.009979787771601821,0.027191699827174103,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,6
BAZ2B,0.03992020418006753,0.01819100555836281,0.027959132232099858,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,6
NSD1,0.043968715127267965,0.019706922688226373,0.02366697626716935,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,False,6
BCOR,0.040929885839690865,0.018443658413340072,0.022555516511048528,True,True,False,False,True,False,False,True,True,True,False,True,False,True,True,True,False,6
SUPT5H,0.024248298798722357,0.0107377463365336,0.03477502985386924,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6
POLR2A,0.026017814911556504,0.011495704901465387,0.06967727578921973,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,6
MYO18A,0.02735872031451087,0.0123799898938858,0.032263247779972366,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,7
VPS13B,0.07866992923116778,0.03625568468923699,0.02995264006458185,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7
MYH7,0.04105407260534926,0.019833249115715008,0.033376221176239645,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,7
CEP350,0.038214144681245614,0.017812026275896918,0.025535368188693317,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,7
MYH14,0.03330387397541068,0.014653865588681153,0.031957060431014116,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7
GBF1,0.030865121643191124,0.01389590702374937,0.02809986783712156,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7
KIF21B,0.04139937503600182,0.01869631126831733,0.023688744792470396,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,7
MYH1,0.0531169695568685,0.02564426478019201,0.03980561259798573,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,7
MYO6,0.02513075840159837,0.011116725618999495,0.03912979191835868,True,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,7
MYO1F,0.026864275127079937,0.01250631632137443,0.02381760551503482,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7
AKAP9,0.06606801202466002,0.029181404749873675,0.041564951061964214,True,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,7
MYO18B,0.0677972717203729,0.032465891864578066,0.03699874383962741,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7
ACTN2,0.04056921882938559,0.018569984840828703,0.048114956756047864,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,7
MYO10,0.03723725038813742,0.016801414855987868,0.03133240476685724,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7
FMN2,0.06084567100854985,0.028423446184941886,0.033377036094189516,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7
MYH11,0.04817781589633423,0.021854471955533097,0.04264361710795109,True,True,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,7
EFCAB6,0.03130972620467928,0.015032844871147043,0.03296123909428558,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7
MYO3B,0.02752175115221866,0.013011622031328956,0.034431161450248236,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7
MYH7B,0.028493990067074336,0.013390601313794845,0.02684411877198701,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7
MYH3,0.03683904578257383,0.016927741283476502,0.03221071780946372,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7
CLIP1,0.02586460227511576,0.011495704901465387,0.02782543995011181,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,7
CLTCL1,0.024665202929776225,0.010864072764022232,0.035986222340255794,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,7
CUX1,0.04081257873904822,0.018443658413340072,0.025506703109746797,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,False,7
MYLK,0.040006886646780634,0.01793835270338555,0.02296621395797105,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,7
MYO3A,0.05569509318375224,0.02564426478019201,0.04534162853484725,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,7
CENPE,0.0359692686449125,0.01591712986356746,0.03223250117762131,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,7
MYH4,0.05731324814833979,0.028044466902476,0.0389579437158087,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7
NEB,0.10644165162870596,0.04838302172814553,0.041312627636007716,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,7
MYO9A,0.035725579992178576,0.01654876200101061,0.03939352949046545,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,7
CIT,0.037183737031399884,0.016927741283476502,0.11441671212564852,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,7
MYO9B,0.028084263864433908,0.012758969176351692,0.042246646482642966,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7
MYO7B,0.03950119892513907,0.01869631126831733,0.02950773007534485,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7
TTN,0.6840695225151892,0.3221323900960081,0.24087542372334306,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,7
DYNC2H1,0.060667108004632216,0.027033855482566958,0.029665503672032762,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,7
MYO15A,0.0548424387760777,0.02501263264274886,0.035283831217571435,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7
MYH6,0.03819099309611824,0.017685699848408287,0.037111987059494,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7
KIF5A,0.027123928195444527,0.01225366346639717,0.039758808168435904,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7
KIF1B,0.03589700599235377,0.016169782718544717,0.027713622207710842,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,7
MYH13,0.048466053307377584,0.023370389085396664,0.030580141017709412,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,7
WDFY3,0.05772128482295497,0.02652854977261243,0.05061627175005145,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,7
KIF26B,0.03845435700619052,0.017180394138453764,0.022518104477390152,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,7
DYNC1I1,0.024099584054562983,0.010611419909044972,0.030757830257036267,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,7
CENPF,0.04557146524829417,0.019959575543203642,0.024146469068282203,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7
KIF1A,0.0352699074637955,0.015664477008590198,0.027024644693597284,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,7
MYO7A,0.031300050452130815,0.014401212733703891,0.034518540338462834,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7
DMD,0.10864377186433354,0.05015159171298636,0.05984943048519323,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7
MYO5A,0.02695511816039892,0.01212733703890854,0.039112633301762144,True,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,7
DYSF,0.05893728432220366,0.02678120262758969,0.022874777885830457,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,7
